token,project,flaky
"<execution>LIFO</execution> </controls> <datasets>  addRecordToBundleActionTable conf </input-events>  appPath sc </property></configuration> </workflow> </action> </coordinator-app> writeToFile appXml <property> <name>inputB</name> <value>${coord:dataOut('LOCAL_A')}</value>  file:// getTestCaseDir UNIT_TESTING <output-events> <data-out name=""LOCAL_A"" dataset=""local_a"">  Exception expected because namespace is too old when submit coordinator through bundle! Job timezone=""UTC""> <uri-template>file:///tmp/coord/workflows/${YEAR}/${DAY}</uri-template> </dataset>  coordinator.xml xmlns=""uri:oozie:coordinator:0.1""> <controls> <concurrency>2</concurrency>  set <configuration> <property> <name>inputA</name> <value>${coord:dataIn('A')}</value> </property>  <dataset name=""local_a"" frequency=""${coord:days(7)}"" initial-instance=""2009-02-01T01:00Z""  call <coordinator-app name=""NAME"" frequency=""${coord:days(1)}"" start=""2009-02-01T01:00Z"" end=""2009-02-03T23:59Z"" timezone=""UTC""  OozieClient fail getTestUser </datasets> <input-events>  <instance>${coord:current(-1)}</instance> </data-out> </output-events> <action> <workflow> <app-path>hdfs:///tmp/workflows/</app-path>  <data-in name=""A"" dataset=""a""> <instance>${coord:latest(0)}</instance> </data-in>   COORD-NAME OOZIE-B <dataset name=""a"" frequency=""${coord:days(7)}"" initial-instance=""2009-02-01T01:00Z""  File testBasicSubmitWithWrongNamespace ",oozie,1
cancel play server B dispatch nextResponse  has nothing left to wait for.  Force requests to be executed serially. assertNoResponse assertBody /a  client. /b getPath await client tag requestB requestA Character receiver takeRequest getDispatcher assertEquals setMaxRequests request A setBody request B canceledBeforeResponseReadIsNeverDelivered url getUrl enqueue build setDispatcher toString  yet it never will. ,okhttp,1
"createClient add set getUniqueActivationId 1000 createStage assertEquals  shouldn't collect anything, since clock is moving slowly clock actor1 bind cleanupTest stage size cleanup IActor client TimeUnit toMillis join getReference incrementTimeMillis ",orbit,1
" Brings back the backend user-group mapping service.  It should still get groups from the negative cache.  groups for the user is fetched. Failed to obtain groups from FakeGroupMapping.  In the first attempt, the user will be put in the negative cache. negcache conf  put into the negative cache asList advance timer cacheGroupsAdd  Let the elements in the negative cache expire. getGroups No groups found for user CommonConfigurationKeys e clearBlackList groups refresh GenericTestUtils FakeGroupMapping assertEquals testNegativeGroupCaching failMessage  The second time, the user is in the negative cache. fail setLong The user is still in the negative cache, even  myGroups addToBlackList assertExceptionContains The user is in the negative cache. FakeGroupMapping has resumed. Arrays user Did not throw IOException:  ",hadoop,0
reader skip conf keyX createScanner fs getBytes path fail closeOutput Assert getLen getFileStatus scanner lowerBound close Error on handling negative offset. testFailureNegativeOffset_2 open ,hadoop,0
isOrderSize isUseAtime isHumanReadable  check that default options are correct isOrderReverse ls assertFalse processOptionsNone isDirRecurse isRecursive isPathOnly assertTrue isOrderTime options processOptions isDisplayECPolicy ,hadoop,0
"enableInit ActionExecutor testActionExecutor ae IO start ActionExecutorException convertException cause assertEquals check getCause RMI  not registered, but subclass of IOException resetInitInfo fail ex RuntimeException initActionType getErrorCode rootCause disableInit getErrorType ",oozie,1
"types testContentTypes newArrayList Lists getContentTypes equalTo [application/json, application/x-www-form-urlencoded, application/xml] toString sort Collections assertThat createBodyParserEngineManager ",ninja,0
cluster conf getFileSystem  create two files getTestConfiguration build numDataNodes fileSys create /test/dfsclose/file-1 /test/dfsclose/file-0 testDFSClose close shutdown ,hadoop,1
longParam assertFalse context create verify hasViolations invoke mockController validation longParamShouldHandleNull ,ninja,0
getId assertEquals getStatus execute addRecordToCoordJobTable call CoordinatorJob Services coordJobGetCmd testCoordSuspendNegative assertNotNull get job jpaService ,oozie,1
numAttempts TEST_USER_NAME  Set the first expected url and add it back to the queue LDAP_NUM_ATTEMPTS_BEFORE_FAILOVER_KEY conf decrementAndGet LDAP_NUM_ATTEMPTS_KEY when getGroupsMapping remove search times groupsMapping setStrings assertTrue get verify getGroups add ldap://test set anyString isEmpty serverAttempts groups ldapUrls any setConf setInt DummyLdapCtxFactory nextLdapUrl setExpectedLdapUrl  Test that we made 6 attempts overall answer ldap://test2 ldap://test1 numAttemptsBeforeFailover LDAP_URL_KEY  Take the head of the queue and re-queue it to the back thenAnswer getBaseConf getContext  Number of attempts using a single ldap server url testFailover ,hadoop,0
cluster initBuffer conf testPipelineHeartbeat p= fs timeout System createFile sleep Wrote 1 byte and hflush  hflush  create a new file.  write another byte Failed to slowly write to a file write close DFSConfigKeys getFileSystem fileContents /pipelineHeartbeat/foo stm AppendTestUtil setInt Thread checkFullFile  verify that entire file is good fileLen p build numDataNodes DATANODE_NUM shutdown ,hadoop,1
testCoordSuspendWithErrorAndResumeWithErrorForRunning getId assertEquals getStatus execute addRecordToCoordJobTable call CoordinatorJob Services coordJobGetCmd assertNotNull get job jpaService ,oozie,1
getJobTrackerUri getName <java> testIdSwapSubmitOK createContext actionXml isSuccessful assertTrue context IDSWAP waitFor <job-tracker> getNameNodeUri </java> ae </main-class> <capture-output/> </job-tracker> getMessage runningJob getAction check <name-node> <main-class> </name-node> fail contains ex <arg>id</arg> submitAction evaluate isComplete ,oozie,1
 lm jobConf prepareBlock user.name  string when there is no prepare block in workflow XML or there is one with no prepare actions in it createJobConf oozie.action.prepare.xml 1@a assertTrue get getNameNodeUri testSetupLauncherInfoWithEmptyPrepareXML set actionConf 1@a-0 actionDir getAuthority Services 1 getTestUser equals fs.default.name setupLauncherInfo  Setting up the job configuration getFsTestCaseDir ,oozie,1
job1 getTime pauseStartRunnable addRecordToBundleJobTable run getId assertEquals getStatus execute Services jobId testStart2 assertNotNull get setKickoffTime Job job jpaService evaluate waitFor ,oozie,1
failsIfIdentifierDoesntMatch proxyProvider millisToSleep setIdentifier sleepAtLeastIgnoreInterrupts impl2 start run assertEquals impl1 RetryProxy result TypeOfExceptionToFailWith testFailoverBetweenMultipleStandbys RetryPolicies unreliable create failoverOnNetworkException ThreadUtil renamed-impl1 ,hadoop,0
request conn IllegalArgumentException expected Method testInvalidInput execute / fail Assert Mockito response executor HttpCoreContext context httprocessor create mock preProcess OK postProcess ,httpcore,0
getClientId OperationProto RpcConstants uuid RpcKind makeRpcRequestHeader assertTrue toByteArray equals ClientId ProtoUtil header testRpcClientId Arrays ,hadoop,0
 getParsedType  No null form primitives parseParameter asdfasdf is testPrimitiveDoubleParamParser Matchers assertThat param1 doubleParamParser 0 000 -123 123 0.1 123.1 -123.1 validation ,ninja,0
file   file fileItem  context.getParameterAsFileItem ninjaTestBrowser  Let's upload a simple txt file...   strFile strFile2 fileitem  sb result  compute excepted result file src/test/resources/test_for_upload_2.txt uploadFinishAuto  file fileItems file2  src/test/resources/test_for_upload.txt fileitems  getServerAddress uploadFiles inputstream   file inputstream assertEquals  file testThatUploadWorks IOUtils inputstreams   Let's see if that has worked... file2 toString files  getParameterAsFileItem  append  files  files inputstream  file2 ,ninja,0
testJobsStatus END_POINTS IS_SECURITY_ENABLED getContextURL oozieUrl getJobsInfo getAppPath MockDagEngineService assertEquals getId wc list call size assertNotNull get reset name=x SERVLET_CLASSES runTest ,oozie,1
Services callable assertTrue get testQueuing evaluate waitFor queueservice queue ,oozie,1
hdfs://x FS001 FS002 hdfs://z hdfs://x/ha getErrorCode assertTrue bla get testResolveToFullPath /bla hdfs://x/bla init FS011 ae destroy getMessage assertEquals HadoopAccessorService fail Services E0904 contains ex file://bla setSystemProperty resolveToFullPath ,oozie,1
#DFS-Hosts-excluded  excludesFile excludesLen assertFalse includesFile assertEquals getExcludedHosts     * Check if only comments can be written to hosts file     contains hfp size efw somehost5 #Hosts-in-DFS  ifw testHostFileReaderWithCommentsOnly write close getHosts includesLen ,hadoop,0
_index IOException expected. indexPath delete setOwner foo/bar Assert create harFileSystem setPermission +rwx group harPath testNegativeHarFsModifications rootPath fooPath setReplication +x fail mkdirs localFileSystem startLocalOutput createNewFile user  all the modification methods of HarFS must lead to IOE. copyFromLocalFile completeLocalOutput ,hadoop,0
formatDate play A server readAscii Date:  addHeader openConnection assertEquals source setBody setResponseCode / Cache-Control: max-age=0 enqueue getUrl getHeaderField responseSourceHeaderConditionalCacheNotFetched ResponseSource OkHeaders  304 TimeUnit connection ,okhttp,1
baseUrl a:b c&lt;:d e:&gt;  SERVLET_PATH_ECHO ?a=b&c<=d&e=> testEcho assertEquals ?a=b&c=d a:b c:d  readFromURL ,hadoop,0
"DFSTestUtil  set both of these to port 9000, should fail DFSConfigKeys set dfs.namenode.rpc-address ( e formatNameNode conf hdfs://localhost:9000 Got expected exception:  127.0.0.1:9000 System fail contains Assert setDefaultUri assertTrue Should have throw the exception since the ports match FileSystem toString testThatMatchingRPCandHttpPortsThrowException  verify we're getting the right IOException nameNode ",hadoop,1
"connectionFactoryNames#dynamicFactories/hcat.prod.${1} ctx1 java.naming.factory.initial#org.apache.activemq.jndi.ActiveMQInitialContextFactory;java.naming.provider.url# conf org.apache.activemq.jndi.ActiveMQInitialContextFactory HCatAccessorService get getJNDIPropertiesString vm://localhost?broker.persistent=false;connectionFactoryNames#dynamicFactories/hcat.prod.hcatserver  javax.management.InstanceAlreadyExistsException: org.apache.activemq:BrokerName=localhost,Type=Broker init set hcat://hcatserver.blue.server.com:8020 getJMSConnectionInfo printStackTrace getConf e  set the connection factory name hcatService jmsURL testConnectionContext destroy createConnection assertEquals services broker getJNDIProperties fail hcat://${1}.${2}.server.com:8020=java.naming.factory.initial# ;java.naming.provider.url#vm://localhost?broker.persistent=false; connInfo stop setupServicesForHCatalog Unexpected exception  ",oozie,1
bab addRecordToBundleActionTable cab getUser addRecordToWfActionTable getId WorkflowInstance getTopic addRecordToCoordActionTable coord-action-for-action-input-check.xml addRecordToWfJobTable get CoordinatorAction wab cjb bjb WorkflowJob Job testTopicAsUser getBundleActionId printStackTrace e addRecordToBundleJobTable getMessage jmsTopicService assertEquals addRecordToCoordJobTable fail Services 1 CoordinatorJob WorkflowAction wfj ,oozie,1
charset submit executorService Executors getCause testMultithreadingWriteStreamAbort getBytes writeCompleted sleep Assert 1234567890 getDuration assertTrue tmp get Boolean task1 write task2 outputBuffer newFixedThreadPool StandardCharsets assertEquals Thread getTimeUnit call ex abort TIMEOUT ,httpcore,0
2009-02-02T23:59Z getId run DateUtils WorkflowInstance getStatus addRecordToCoordActionTable parseDateOozieTZ coordJob sleep wfJob addRecordToWfJobTable assertNotNull get CoordinatorAction end testCoordActionRecoveryServiceForKilled WorkflowJob recoveryRunnable waitFor ret RUNNING wfGetCmd 2009-02-01T01:00Z start assertEquals execute addRecordToCoordJobTable CoordinatorJob Services wfJobId coord-action-get.xml jpaService evaluate ,oozie,1
p1 p2 test getKMSUrl kp anyString thenReturn keyName createKey conf eq any when testClientRetriesWithSSLHandshakeExceptionSucceedsSecondTime setInt CommonConfigurationKeysPublic times Mockito mock verify v1 thenThrow ,hadoop,0
" getAndAdvanceCurrentIndex isOne testDefaultPattern  Mux of size 2: 0 0 1 0 0 1 0 0 1, etc  Mux of size 1: 0 0 0 0 0, etc  Size 3: 4x0 2x1 1x2, etc assertThat mux  Size 4: 8x0 4x1 2x2 1x3 isZero isEqualTo ",hadoop,0
"gethgegwgeWgAwIBBaENGwtBQkNERUZHLk9SR6IcMBqgAwIBAKETMBEbBEhU z002pHnGzu/purZ5mOyaQT12vHxJ2T+Cwi8K testServicePrincipalDecode GAhamg9OQpuREIK0pCk3ZSHhJz8qMwduzRZHc4vNCg== spnegoOther GRI0sp9w3hc4IVm8afb3Ggm6PgRIyyGNdTzK/p03v+zA01MJh3htuOgLKUOV gethgegwgeWgAwIBBaENGwtFWEFNUExFLkNPTaIcMBqgAwIBAKETMBEbBEhU VFAbCW90aGVyaG9zdKOBsDCBraADAgERoQMCAQGigaAEgZ23QsT1+16T23ni z002pHnGzu/purZ5mOyaQT12vHxJ2T+Cwi8= krb5Default TjiQwKJckeZ837mXQAURbfJpFc3VLAXGfNkMFCR7ZkWpGA1Vzc3PeUNczn2D VFAbCWxvY2FsaG9zdKOBsDCBraADAgERoQMCAQGigaAEgZ23QsT1+16T23ni getPrincipal YIICCQYGKwYBBQUCoIIB/TCCAfmgDTALBgkqhkiG9xIBAgKhBAMCAXaiggHg FGH5DGGHvYF1CwXPp2l1Jq373vSLQ1kBl6TXl+aKLsZYhVUjKvE7Auippclb 2tOVzgpjFvAu/DETpIG/MIG8oAMCARGigbQEgbGWnbKlV1oo7/gzT4hi/Q41 Iqb7WuPIW3RTkFtwjU9P/oFAbujGPd8h/qkCszroNdvHhUkPntuOqhFBntMo JI1uFRU0FN13hhPSLAl4+oAqpV5s1Z6E+G2VKGx2+rUF21utOdlwUK/J5CKF BIIB3GCCAdgGCSqGSIb3EgECAgEAboIBxzCCAcOgAwIBBaEDAgEOogcDBQAg ff2luDnSxADEmo6M8LC42scsYMLNgU4iLJhuf4YLb7ueh790HrbB6Kdes71/ GwRIVFRQGwlvdGhlcmhvc3SjgbAwga2gAwIBEaEDAgEBooGgBIGdBWbzvV1R GwRIVFRQGwlsb2NhbGhvc3SjgbAwga2gAwIBEaEDAgEBooGgBIGdBWbzvV1R bilgTqNEdDUGvBbfkJaRklNGqT/IAOUV6tlGpBUCXquR5UdPzPpUvGZiVRUu GAhamg9OQpuREIK0pCk3ZSHhJz8qMwduzRZHc4vN gSBiLI2/mn3BqNE43gt94dQ8VFBix4nJCsYnuORYxLJjRSJE+3ImJNsSjqaf DiPfjPIPFOlc7V9GlWvZFyr5NMJSFwspKJXYh/FSNpSVTecfGskjded9TZzR HTTP/otherhost@ABCDEFG.ORG YIIB2AYJKoZIhvcSAQICAQBuggHHMIIBw6ADAgEFoQMCAQ6iBwMFACAAAACj assertEquals HTTP/localhost@EXAMPLE.COM AAAAo4HrYYHoMIHloAMCAQWhDRsLRVhBTVBMRS5DT02iHDAaoAMCAQChEzAR spnegoDefault krb5Other Lpu8sme55HFFQDi/0akW6Lwv/iCrpwIkZPyZPjaEmwLVALu4E8m0Ka3fJkPV YL+35r2762j+OEwZRfcj4xCK7j0mUTcxLtyVGxyY9Ax+ljl5gTwzRhXcJq0T AAAAo4HrYYHoMIHloAMCAQWhDRsLQUJDREVGRy5PUkeiHDAaoAMCAQChEzAR  for principals with the default realm, and a non-default realm. HxM4zfNsmzRFhdk5moJW6AWHuRqGJ9hrZgTxA2vOBIn/tju+n/vJVEcUvW0f hv/GGGex/TcjNH48k47OQaSBvzCBvKADAgERooG0BIGxeChp3TMVtWbCdFGo ",hadoop,0
