token,loc,class
next shutdownDfs getLog scan We don't want anything more  we should be failing testRaceBetweenClientAndTimeout HConstants addContent closeAndDelete createNewHRegion fail r getTableDesc REGION_INFO getScanner close results ,27,1
cluster shutdownDfs e LOG Failed getLog count HConstants assertEquals error Added:  addContent testScanAndRealConcurrentFlush closeAndDelete createNewHRegion Bytes r getTableDesc REGION_INFO toString close hri info ,22,1
cluster shutdownDfs testScanAndSyncFlush e LOG Failed getLog count HConstants assertEquals error Added:  addContent closeAndDelete createNewHRegion Bytes r getTableDesc REGION_INFO toString close hri info ,22,1
cluster shutdownDfs getLog scan HConstants testScanner System put Bytes REGION_INFO TESTTABLEDESC write close add address byteStream openClosedRegion toBytes bar.foo.com:4321 flushcache closeAndDelete createNewHRegion getRegionInfo foo.bar.com:1234 r currentTimeMillis toByteArray toString region ROW_KEY ,56,1
next shutdownDfs ccc compare startrow getLog scan HConstants testStopRow Bytes assertTrue getTableDesc get REGION_INFO close results abd bbb abc toBytes count assertEquals kv addContent getRow closeAndDelete createNewHRegion r addFamily stoprow getScanner first ,44,1
writeStoreFile testBasicHalfMapFile getWriter regionname familyname StoreFile getPath checkHalfHFile conf writer ,9,1
bb next KeyValue midRow reader familyname isSeeked conf dir getLastKey fs Bytes split 1234567890 storedir assertTrue regionname StoreFile getPath testReference finalRow midkey getKey getReader createKeyValueFromKey kv getRow Range refHsf seekTo writeStoreFile getWriter equals hsf writer refPath getScanner first ,28,1
cluster isMetaRegion splits HConstants conf dir getRegionName tableName TABLE Bytes TOTAL_EDITS info add logSeqId edit oldLogDir toBytes rowName qualifiers getFileSystem sync size addFamily qualifier startCacheFlush region column: log regionName hcd System result assertTrue get another family htd close splitLog runReconstructionLog column j completeCacheFlush assertEquals store Integer currentTimeMillis exists toString family HLog append ,40,1
next shutdownDfs   scanned  getLog setBatch scan HConstants Bytes total inserted assertTrue getTableDesc get REGION_INFO BATCH row close results inserted  info iteration # LOG more clear kv getRow closeAndDelete createNewHRegion r addWideContent testWideScanBatching   results.size= size addFamily equals getScanner ,37,1
getFilenum reader HConstants conf compareTo dir getRegionName tableName Bytes hri add val   logSeqId getKey toBytes getRow entry filename size startCacheFlush computeFilename idx next log testAppend fs System getKeyValues getTablename assertTrue row tablename close cols timestamp COL_COUNT getReader column completeCacheFlush assertEquals closeAndDelete Integer getValue dfs.support.append getFamily currentTimeMillis equals toString HLog append getEdit setBoolean ,55,1
isMetaRegion getFilenum reader conf compareTo dir getRegionName tableName Bytes info add val   logSeqId getKey toBytes getRow 1 entry filename startCacheFlush computeFilename next log regionName fs System getKeyValues getTablename assertTrue testEditAdd get row tablename close cols key timestamp COL_COUNT getReader column completeCacheFlush assertEquals kv closeAndDelete Integer getValue getFamily currentTimeMillis equals toString HLog append getEdit ,59,1
regions valueOf findMemstoresWithEditsOlderThan count assertEquals l regionsToSeqids getBytes put 0 Bytes 1 2 assertTrue equals Long toString testFindMemstoresWithEditsOlderThan HLog ,20,1
 getName splits log System tableName Bytes hflush testSplit verifySplits howmany add ii splitLog edit :  toBytes rowName column j closeAndDelete Integer qualifier currentTimeMillis Region  toString family rollWriter HLog infos append column: ,39,1
log files startAndWriteData server getName regions e LOG log getOnlineRegions getNumLogFiles count actual count:  unexpected exception testLogRolling flushcache after flushing all regions and rolling logs there are  fatal r assertTrue rollWriter after writing there are  info ,23,1
cluster getClass getName getFilenum getLog Need HDFS-826 for this test HConstants conf invoke dnprop writeData oldFilenum waitActive tableName getRegionServer getDefaultReplication Need append support for this test startDataNodes getDataNodes stm testLogRollOnDatanodeDeath setAutoFlush curTime size getPipeline addFamily The log shouldn't have rolled yet newFilenum endsWith desc server createTable log dfsCluster This test requires HLog file replication. admin Missing datanode should've triggered a log roll fs System getDeclaredMethods assertTrue canGetCurReplicas Log should have a timestamp older than now getLogReplication repl table stopDataNode setAccessible The log should not roll again. m pipeline isAppend currentTimeMillis Need DFSOutputStream.getPipeline() for this test getOutputStream New log file should have the default replication HLog ,48,1
getName getUserForToken testGetAdminUser assertFalse assertEquals isAdmin ADMIN_TOKEN assertTrue assertNotNull isDisabled authenticator user ADMIN_USERNAME ,7,1
getName getUserForToken assertFalse assertEquals isAdmin testGetDisabledUser DISABLED_USERNAME assertTrue assertNotNull isDisabled DISABLED_TOKEN authenticator user ,7,1
getName getUserForToken assertFalse assertEquals isAdmin testGetDisabledUser DISABLED_USERNAME assertTrue assertNotNull isDisabled DISABLED_TOKEN authenticator user ,4,1
USER_USERNAME getName testGetPlainUser getUserForToken USER_TOKEN assertNotNull assertFalse assertEquals isAdmin isDisabled authenticator user ,7,1
assertNull getUserForToken UNKNOWN_TOKEN authenticator user testGetUserUnknown ,7,1
assertNull getUserForToken UNKNOWN_TOKEN authenticator user testGetUserUnknown ,4,1
createTable testCreateTable assertTrue assertFalse TABLE_1 remoteAdmin isTableAvailable DESC_1 ,5,1
assertTrue assertFalse TABLE_2 deleteTable testDeleteTable remoteAdmin isTableAvailable ,5,1
add QUALIFIER_1 value2 QUALIFIER_2 value1 ROW_3 delete put result getValue Bytes testDelete assertNull COLUMN_2 COLUMN_1 addFamily assertTrue assertNotNull get equals remoteTable VALUE_1 VALUE_2 deleteColumn ,38,1
ROW_1 QUALIFIER_1 value2 value1 QUALIFIER_2 ROW_2 result Bytes setMaxVersions testGet assertTrue TS_2 assertNotNull TS_1 getTimestamp get VALUE_1 VALUE_2 setTimeRange addColumn count assertEquals kv list getValue assertNull setTimeStamp COLUMN_2 COLUMN_1 addFamily getFamily equals COLUMN_3 remoteTable ,87,1
TABLE getTableDescriptor testGetTableDescriptor remoteTable conf assertEquals local ,4,1
add QUALIFIER_1 QUALIFIER_2 ROW_3 ROW_4 testPut put result puts getValue Bytes COLUMN_2 COLUMN_1 addFamily assertTrue assertNotNull get equals remoteTable VALUE_1 value VALUE_2 ,36,1
add next ROW_1 QUALIFIER_1 ROW_2 ROW_3 ROW_4 assertEquals getRow testScanner put puts Bytes assertNull COLUMN_1 assertTrue assertNotNull equals remoteTable scanner VALUE_1 getScanner results close ,30,1
testDFSMiniCluster dfsCluster assertNotNull ,3,1
hbaseCluster assertNotNull HConstants conf testHBaseMiniCluster ,4,1
server assertNotNull testStargateServlet ,3,1
zooKeeperCluster assertNotNull testZooKeeperMiniCluster ,3,1
ROW_1 assertEquals TABLE getValueXML checkValueXML deleteRow testDelete COLUMN_2 COLUMN_1 response VALUE_1 putValueXML deleteValue getCode VALUE_2 ,20,1
ROW_1 ROW_2 checkValuePB addRow put TABLE path Bytes yield get client VALUE_1 VALUE_3 VALUE_2 getCode VALUE_4 addCell toBytes assertEquals cellSetModel / Thread deleteRow MIMETYPE_PROTOBUF rowModel COLUMN_2 COLUMN_1 response createProtobufOutput /fakerow testMultiCellGetPutPB ,24,1
ROW_1 ROW_2 testMultiCellGetPutXML addRow put TABLE path Bytes checkValueXML marshal yield get client VALUE_1 VALUE_3 marshaller VALUE_2 getCode VALUE_4 addCell toBytes assertEquals cellSetModel / Thread deleteRow rowModel COLUMN_2 COLUMN_1 response /fakerow toString writer MIMETYPE_XML ,26,1
testSingleCellGetJSON ROW_4 toBytes MIMETYPE_JSON assertEquals put / Thread TABLE path Bytes deleteRow COLUMN_1 MIMETYPE_BINARY response yield get client getCode VALUE_4 ,10,1
X-Timestamp getName ROW_3 body put TABLE path Bytes MIMETYPE_BINARY assertTrue yield get client VALUE_3 testSingleCellGetPutBinary getCode foundTimestampHeader getHeaders getBody toBytes assertEquals / Thread deleteRow COLUMN_1 response equals header ,20,1
putValuePB ROW_1 assertEquals checkValuePB TABLE deleteRow testSingleCellGetPutPB COLUMN_1 getValuePB response VALUE_1 putValueXML getCode VALUE_2 ,15,1
testSingleCellGetPutXML ROW_1 assertEquals TABLE getValueXML checkValueXML deleteRow COLUMN_1 response VALUE_1 putValueXML getCode VALUE_2 ,12,1
encode putValuePB HConstants assertEquals checkValuePB testURLEncodedKey TABLE checkValueXML COLUMN_2 COLUMN_1 response encodedKey VALUE_1 putValueXML URLEncoder getCode VALUE_2 http://www.google.com/ ,10,1
Bytes addColumn testFullTableScan COLUMN_2 COLUMN_1 toBytes model assertEquals fullTableScan expectedRows2 expectedRows1 ,8,1
X-Timestamp getLocation getName setBatch X-Column delete put testSimpleScannerBinary TABLE Bytes /scanner MIMETYPE_BINARY assertTrue assertNotNull get client model getCode foundTimestampHeader addColumn scannerURI foundRowHeader getHeaders getBody toBytes foundColumnHeader X-Row assertEquals / MIMETYPE_PROTOBUF COLUMN_1 response createProtobufOutput equals header ,29,1
getLocation testSimpleScannerPB setBatch countCellSet delete put TABLE Bytes /scanner assertNotNull get client model getCode addColumn scannerURI getBody cellSet toBytes assertEquals getObjectFromMessage / MIMETYPE_PROTOBUF BATCH_SIZE COLUMN_1 response createProtobufOutput ,17,1
getLocation setBatch unmarshaller body countCellSet delete put TABLE Bytes /scanner assertNotNull marshal get client model marshaller getCode addColumn scannerURI getBody cellSet toBytes assertEquals / BATCH_SIZE unmarshal COLUMN_1 response testSimpleScannerXML toString writer MIMETYPE_XML ,19,1
add Operator ROWS_ONE f One clear kvs filters setFilter testFilterList QUALIFIERS_ONE verifyScanFull addFamily FAMILIES .+-2 VALUES .+Two.+ CompareOp verifyScanNoEarlyOut ,20,1
ROWS_ONE QUALIFIERS_TWO QUALIFIERS_ONE verifyScanFull FAMILIES ROWS_TWO kvs VALUES testFirstKeyOnlyFilter setFilter ,6,1
Bytes testRowTwo-0 testInclusiveStopFilter expectedRows toBytes testRowOne-0 verifyScan expectedKeys testRowOne-3 setFilter testRowTwo-3 ,18,1
expectedRows addFamily FAMILIES verifyScan expectedKeys testNoFilter ,9,1
ROWS_ONE expectedRows testPageFilter ROWS_TWO copyOf setFilter QUALIFIERS_TWO QUALIFIERS_ONE verifyScanFull FAMILIES expectedKVs VALUES verifyScan expectedKeys Arrays ,31,1
Bytes testPrefixFilter expectedRows toBytes verifyScan expectedKeys testRowOne setFilter ,7,1
ROWS_ONE expectedRows testQualifierOne-2 f testRowTwo ROWS_TWO toBytes test.+-2 testQualifierFilter HConstants kvs setFilter Bytes QUALIFIERS_TWO QUALIFIERS_ONE verifyScanFull FAMILIES VALUES CompareOp expectedKeys verifyScanNoEarlyOut ,48,1
ROWS_ONE expectedRows f testRow.+-2 ROWS_TWO toBytes testRowOne-2 kvs setFilter Bytes QUALIFIERS_TWO QUALIFIERS_ONE verifyScanFull FAMILIES .+-2 VALUES testRowFilter CompareOp expectedKeys verifyScanNoEarlyOut ,54,1
testSkipFilter testQualifierOne-2 f ROWS_TWO toBytes kvs setFilter Bytes QUALIFIERS_TWO verifyScanFull FAMILIES VALUES CompareOp ,7,1
testValueOne expectedRows f ROWS_TWO toBytes kvs testValue((One)|(Two)) testValueTwo testValueFilter setFilter Bytes QUALIFIERS_TWO verifyScanFull FAMILIES VALUES CompareOp expectedKeys verifyScanNoEarlyOut ,61,1
buildTestModel getBody testTableCreateAndDeletePB schemaPath assertFalse admin Constants assertEquals TestTableSchemaModel tableExists getObjectFromMessage delete TABLE2 put / /schema response createProtobufOutput get client enableTable model checkModel getCode ,18,1
buildTestModel getBody schemaPath assertFalse TABLE1 admin toXML assertEquals TestTableSchemaModel tableExists delete put / /schema response get client enableTable model checkModel getCode MIMETYPE_XML fromXML testTableCreateAndDeleteXML ,17,1
MIMETYPE_PROTOBUF getBody /status/cluster response get client assertEquals model testGetClusterStatusPB getObjectFromMessage getCode validate ,7,1
getBody createUnmarshaller assertEquals testGetClusterStatusXML unmarshal /status/cluster response get context client model getCode MIMETYPE_XML validate ,6,1
response get testTableListJSON MIMETYPE_JSON client assertEquals getCode / ,4,1
MIMETYPE_PROTOBUF getBody checkTableList response testTableListPB get client assertEquals model getObjectFromMessage getCode / ,7,1
MIMETYPE_PLAIN response get client assertEquals getCode testTableListText / ,4,1
testTableListXML getBody checkTableList createUnmarshaller assertEquals / unmarshal response get context client model getCode MIMETYPE_XML ,6,1
/version assertTrue response get MIMETYPE_JSON client getCode testGetStargateVersionJSON ,4,1
/version getBody LOG success retrieving Stargate version as protobuf getObjectFromMessage testGetStargateVersionPB MIMETYPE_PROTOBUF assertTrue response get client model getCode validate info ,8,1
/version MIMETYPE_PLAIN RESTServlet body java.vm.vendor System os.version Bytes assertTrue get client os.name getCode getPackage testGetStargateVersionText getProperty getBody java.version os.arch length contains java.vm.version response toString getImplementationVersion ,14,1
